Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender	UCD - ICD-10 113 Cause List	UCD - ICD-10 113 Cause List Code	Deaths	Population
85-89	2054-5	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	94	Not Applicable
85-89	2054-5	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	75	Not Applicable
85-89	2054-5	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	46	Not Applicable
85-89	2054-5	2186-2	32	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
85-89	2054-5	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	86	Not Applicable
85-89	2054-5	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	225	Not Applicable
85-89	2054-5	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	150	Not Applicable
85-89	2054-5	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	117	Not Applicable
85-89	2054-5	2186-2	40	F	Malignant neoplasms (C00-C97)	GR113-019	14	Not Applicable
85-89	2054-5	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	128	Not Applicable
85-89	2054-5	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	100	Not Applicable
85-89	2054-5	2186-2	47	F	Malignant neoplasms (C00-C97)	GR113-019	66	Not Applicable
85-89	2054-5	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	133	Not Applicable
85-89	2054-5	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	105	Not Applicable
85-89	2054-5	2186-2	54	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
85-89	2054-5	2186-2	55	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
85-89	2106-3	2135-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	35	Not Applicable
85-89	2106-3	2135-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	425	Not Applicable
85-89	2106-3	2135-2	8	F	Malignant neoplasms (C00-C97)	GR113-019	23	Not Applicable
85-89	2106-3	2135-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	262	Not Applicable
85-89	2106-3	2135-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	48	Not Applicable
85-89	2106-3	2135-2	32	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
85-89	2106-3	2135-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	42	Not Applicable
85-89	2106-3	2135-2	35	F	Malignant neoplasms (C00-C97)	GR113-019	54	Not Applicable
85-89	2106-3	2135-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	121	Not Applicable
85-89	2106-3	2135-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	329	Not Applicable
85-89	2106-3	2135-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	13	Not Applicable
85-89	2106-3	2186-2	1	F	Malignant neoplasms (C00-C97)	GR113-019	368	Not Applicable
85-89	2106-3	2186-2	2	F	Malignant neoplasms (C00-C97)	GR113-019	18	Not Applicable
85-89	2106-3	2186-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	457	Not Applicable
85-89	2106-3	2186-2	5	F	Malignant neoplasms (C00-C97)	GR113-019	246	Not Applicable
85-89	2106-3	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	2178	Not Applicable
85-89	2106-3	2186-2	8	F	Malignant neoplasms (C00-C97)	GR113-019	335	Not Applicable
85-89	2106-3	2186-2	9	F	Malignant neoplasms (C00-C97)	GR113-019	385	Not Applicable
85-89	2106-3	2186-2	10	F	Malignant neoplasms (C00-C97)	GR113-019	88	Not Applicable
85-89	2106-3	2186-2	11	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
85-89	2106-3	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	1832	Not Applicable
85-89	2106-3	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	509	Not Applicable
85-89	2106-3	2186-2	15	F	Malignant neoplasms (C00-C97)	GR113-019	38	Not Applicable
85-89	2106-3	2186-2	16	F	Malignant neoplasms (C00-C97)	GR113-019	120	Not Applicable
85-89	2106-3	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	1109	Not Applicable
85-89	2106-3	2186-2	18	F	Malignant neoplasms (C00-C97)	GR113-019	609	Not Applicable
85-89	2106-3	2186-2	19	F	Malignant neoplasms (C00-C97)	GR113-019	370	Not Applicable
85-89	2106-3	2186-2	20	F	Malignant neoplasms (C00-C97)	GR113-019	281	Not Applicable
85-89	2106-3	2186-2	21	F	Malignant neoplasms (C00-C97)	GR113-019	408	Not Applicable
85-89	2106-3	2186-2	22	F	Malignant neoplasms (C00-C97)	GR113-019	289	Not Applicable
85-89	2106-3	2186-2	23	F	Malignant neoplasms (C00-C97)	GR113-019	186	Not Applicable
85-89	2106-3	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	418	Not Applicable
85-89	2106-3	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	725	Not Applicable
85-89	2106-3	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	985	Not Applicable
85-89	2106-3	2186-2	27	F	Malignant neoplasms (C00-C97)	GR113-019	533	Not Applicable
85-89	2106-3	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	189	Not Applicable
85-89	2106-3	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	545	Not Applicable
85-89	2106-3	2186-2	30	F	Malignant neoplasms (C00-C97)	GR113-019	116	Not Applicable
85-89	2106-3	2186-2	31	F	Malignant neoplasms (C00-C97)	GR113-019	197	Not Applicable
85-89	2106-3	2186-2	32	F	Malignant neoplasms (C00-C97)	GR113-019	168	Not Applicable
85-89	2106-3	2186-2	33	F	Malignant neoplasms (C00-C97)	GR113-019	134	Not Applicable
85-89	2106-3	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	850	Not Applicable
85-89	2106-3	2186-2	35	F	Malignant neoplasms (C00-C97)	GR113-019	93	Not Applicable
85-89	2106-3	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	1683	Not Applicable
85-89	2106-3	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	720	Not Applicable
85-89	2106-3	2186-2	38	F	Malignant neoplasms (C00-C97)	GR113-019	69	Not Applicable
85-89	2106-3	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	1216	Not Applicable
85-89	2106-3	2186-2	40	F	Malignant neoplasms (C00-C97)	GR113-019	332	Not Applicable
85-89	2106-3	2186-2	41	F	Malignant neoplasms (C00-C97)	GR113-019	392	Not Applicable
85-89	2106-3	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	1558	Not Applicable
85-89	2106-3	2186-2	44	F	Malignant neoplasms (C00-C97)	GR113-019	138	Not Applicable
85-89	2106-3	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	298	Not Applicable
85-89	2106-3	2186-2	46	F	Malignant neoplasms (C00-C97)	GR113-019	85	Not Applicable
85-89	2106-3	2186-2	47	F	Malignant neoplasms (C00-C97)	GR113-019	525	Not Applicable
85-89	2106-3	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	1189	Not Applicable
85-89	2106-3	2186-2	49	F	Malignant neoplasms (C00-C97)	GR113-019	143	Not Applicable
85-89	2106-3	2186-2	50	F	Malignant neoplasms (C00-C97)	GR113-019	69	Not Applicable
85-89	2106-3	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	579	Not Applicable
85-89	2106-3	2186-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	598	Not Applicable
85-89	2106-3	2186-2	54	F	Malignant neoplasms (C00-C97)	GR113-019	230	Not Applicable
85-89	2106-3	2186-2	55	F	Malignant neoplasms (C00-C97)	GR113-019	587	Not Applicable
85-89	2106-3	2186-2	56	F	Malignant neoplasms (C00-C97)	GR113-019	50	Not Applicable
85-89	2106-3	NS	25	F	Malignant neoplasms (C00-C97)	GR113-019	16	Not Applicable
85-89	2106-3	NS	36	F	Malignant neoplasms (C00-C97)	GR113-019	23	Not Applicable
85-89	2106-3	NS	42	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
90-94	A-PI	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	226	Not Applicable
90-94	A-PI	2186-2	15	F	Malignant neoplasms (C00-C97)	GR113-019	61	Not Applicable
90-94	A-PI	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
90-94	A-PI	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
90-94	A-PI	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	32	Not Applicable
90-94	A-PI	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
90-94	A-PI	2186-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
90-94	2054-5	2186-2	1	F	Malignant neoplasms (C00-C97)	GR113-019	45	Not Applicable
90-94	2054-5	2186-2	5	F	Malignant neoplasms (C00-C97)	GR113-019	19	Not Applicable
90-94	2054-5	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	89	Not Applicable
90-94	2054-5	2186-2	10	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
90-94	2054-5	2186-2	11	F	Malignant neoplasms (C00-C97)	GR113-019	35	Not Applicable
90-94	2054-5	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	74	Not Applicable
90-94	2054-5	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	78	Not Applicable
90-94	2054-5	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	74	Not Applicable
90-94	2054-5	2186-2	18	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
90-94	2054-5	2186-2	21	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
90-94	2054-5	2186-2	22	F	Malignant neoplasms (C00-C97)	GR113-019	27	Not Applicable
90-94	2054-5	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	42	Not Applicable
90-94	2054-5	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
90-94	2054-5	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	57	Not Applicable
90-94	2054-5	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	26	Not Applicable
90-94	2054-5	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	21	Not Applicable
90-94	2054-5	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	46	Not Applicable
90-94	2054-5	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	111	Not Applicable
90-94	2054-5	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	62	Not Applicable
90-94	2054-5	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	61	Not Applicable
90-94	2054-5	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	62	Not Applicable
90-94	2054-5	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	50	Not Applicable
90-94	2054-5	2186-2	47	F	Malignant neoplasms (C00-C97)	GR113-019	31	Not Applicable
90-94	2054-5	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	74	Not Applicable
90-94	2054-5	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	65	Not Applicable
90-94	2106-3	2135-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
90-94	2106-3	2135-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	234	Not Applicable
90-94	2106-3	2135-2	8	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
90-94	2106-3	2135-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	149	Not Applicable
90-94	2106-3	2135-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	24	Not Applicable
90-94	2106-3	2135-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
90-94	2106-3	2135-2	35	F	Malignant neoplasms (C00-C97)	GR113-019	27	Not Applicable
90-94	2106-3	2135-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	66	Not Applicable
90-94	2106-3	2135-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	143	Not Applicable
90-94	2106-3	2186-2	1	F	Malignant neoplasms (C00-C97)	GR113-019	149	Not Applicable
90-94	2106-3	2186-2	2	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
90-94	2106-3	2186-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	269	Not Applicable
90-94	2106-3	2186-2	5	F	Malignant neoplasms (C00-C97)	GR113-019	137	Not Applicable
90-94	2106-3	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	1515	Not Applicable
90-94	2106-3	2186-2	8	F	Malignant neoplasms (C00-C97)	GR113-019	196	Not Applicable
90-94	2106-3	2186-2	9	F	Malignant neoplasms (C00-C97)	GR113-019	287	Not Applicable
90-94	2106-3	2186-2	10	F	Malignant neoplasms (C00-C97)	GR113-019	57	Not Applicable
90-94	2106-3	2186-2	11	F	Malignant neoplasms (C00-C97)	GR113-019	13	Not Applicable
90-94	2106-3	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	1126	Not Applicable
90-94	2106-3	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	283	Not Applicable
90-94	2106-3	2186-2	15	F	Malignant neoplasms (C00-C97)	GR113-019	14	Not Applicable
90-94	2106-3	2186-2	16	F	Malignant neoplasms (C00-C97)	GR113-019	84	Not Applicable
90-94	2106-3	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	661	Not Applicable
90-94	2106-3	2186-2	18	F	Malignant neoplasms (C00-C97)	GR113-019	351	Not Applicable
90-94	2106-3	2186-2	19	F	Malignant neoplasms (C00-C97)	GR113-019	234	Not Applicable
90-94	2106-3	2186-2	20	F	Malignant neoplasms (C00-C97)	GR113-019	170	Not Applicable
90-94	2106-3	2186-2	21	F	Malignant neoplasms (C00-C97)	GR113-019	200	Not Applicable
90-94	2106-3	2186-2	22	F	Malignant neoplasms (C00-C97)	GR113-019	125	Not Applicable
90-94	2106-3	2186-2	23	F	Malignant neoplasms (C00-C97)	GR113-019	110	Not Applicable
90-94	2106-3	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	277	Not Applicable
90-94	2106-3	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	492	Not Applicable
90-94	2106-3	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	507	Not Applicable
90-94	2106-3	2186-2	27	F	Malignant neoplasms (C00-C97)	GR113-019	358	Not Applicable
90-94	2106-3	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	103	Not Applicable
90-94	2106-3	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	288	Not Applicable
90-94	2106-3	2186-2	30	F	Malignant neoplasms (C00-C97)	GR113-019	51	Not Applicable
90-94	2106-3	2186-2	31	F	Malignant neoplasms (C00-C97)	GR113-019	124	Not Applicable
90-94	2106-3	2186-2	32	F	Malignant neoplasms (C00-C97)	GR113-019	103	Not Applicable
90-94	2106-3	2186-2	33	F	Malignant neoplasms (C00-C97)	GR113-019	77	Not Applicable
90-94	2106-3	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	547	Not Applicable
90-94	2106-3	2186-2	35	F	Malignant neoplasms (C00-C97)	GR113-019	73	Not Applicable
90-94	2106-3	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	1071	Not Applicable
90-94	2106-3	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	383	Not Applicable
90-94	2106-3	2186-2	38	F	Malignant neoplasms (C00-C97)	GR113-019	45	Not Applicable
90-94	2106-3	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	669	Not Applicable
90-94	2106-3	2186-2	40	F	Malignant neoplasms (C00-C97)	GR113-019	160	Not Applicable
90-94	2106-3	2186-2	41	F	Malignant neoplasms (C00-C97)	GR113-019	258	Not Applicable
90-94	2106-3	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	958	Not Applicable
90-94	2106-3	2186-2	44	F	Malignant neoplasms (C00-C97)	GR113-019	77	Not Applicable
90-94	2106-3	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	166	Not Applicable
90-94	2106-3	2186-2	46	F	Malignant neoplasms (C00-C97)	GR113-019	57	Not Applicable
90-94	2106-3	2186-2	47	F	Malignant neoplasms (C00-C97)	GR113-019	253	Not Applicable
90-94	2106-3	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	730	Not Applicable
90-94	2106-3	2186-2	49	F	Malignant neoplasms (C00-C97)	GR113-019	88	Not Applicable
90-94	2106-3	2186-2	50	F	Malignant neoplasms (C00-C97)	GR113-019	39	Not Applicable
90-94	2106-3	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	379	Not Applicable
90-94	2106-3	2186-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	390	Not Applicable
90-94	2106-3	2186-2	54	F	Malignant neoplasms (C00-C97)	GR113-019	117	Not Applicable
90-94	2106-3	2186-2	55	F	Malignant neoplasms (C00-C97)	GR113-019	393	Not Applicable
90-94	2106-3	2186-2	56	F	Malignant neoplasms (C00-C97)	GR113-019	29	Not Applicable
90-94	2106-3	NS	25	F	Malignant neoplasms (C00-C97)	GR113-019	21	Not Applicable
95-99	A-PI	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	57	Not Applicable
95-99	A-PI	2186-2	15	F	Malignant neoplasms (C00-C97)	GR113-019	22	Not Applicable
95-99	2054-5	2186-2	1	F	Malignant neoplasms (C00-C97)	GR113-019	14	Not Applicable
95-99	2054-5	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	29	Not Applicable
95-99	2054-5	2186-2	11	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
95-99	2054-5	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	31	Not Applicable
95-99	2054-5	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	25	Not Applicable
95-99	2054-5	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	22	Not Applicable
95-99	2054-5	2186-2	22	F	Malignant neoplasms (C00-C97)	GR113-019	23	Not Applicable
95-99	2054-5	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	18	Not Applicable
95-99	2054-5	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
95-99	2054-5	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	16	Not Applicable
95-99	2054-5	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
95-99	2054-5	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
95-99	2054-5	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	36	Not Applicable
95-99	2054-5	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	25	Not Applicable
95-99	2054-5	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
95-99	2054-5	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	31	Not Applicable
95-99	2054-5	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
95-99	2054-5	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	27	Not Applicable
95-99	2054-5	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	27	Not Applicable
95-99	2106-3	2135-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	66	Not Applicable
95-99	2106-3	2135-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	32	Not Applicable
95-99	2106-3	2135-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	23	Not Applicable
95-99	2106-3	2135-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	23	Not Applicable
95-99	2106-3	2186-2	1	F	Malignant neoplasms (C00-C97)	GR113-019	52	Not Applicable
95-99	2106-3	2186-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	91	Not Applicable
95-99	2106-3	2186-2	5	F	Malignant neoplasms (C00-C97)	GR113-019	28	Not Applicable
95-99	2106-3	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	469	Not Applicable
95-99	2106-3	2186-2	8	F	Malignant neoplasms (C00-C97)	GR113-019	37	Not Applicable
95-99	2106-3	2186-2	9	F	Malignant neoplasms (C00-C97)	GR113-019	74	Not Applicable
95-99	2106-3	2186-2	10	F	Malignant neoplasms (C00-C97)	GR113-019	17	Not Applicable
95-99	2106-3	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	321	Not Applicable
95-99	2106-3	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	70	Not Applicable
95-99	2106-3	2186-2	16	F	Malignant neoplasms (C00-C97)	GR113-019	27	Not Applicable
95-99	2106-3	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	225	Not Applicable
95-99	2106-3	2186-2	18	F	Malignant neoplasms (C00-C97)	GR113-019	114	Not Applicable
95-99	2106-3	2186-2	19	F	Malignant neoplasms (C00-C97)	GR113-019	75	Not Applicable
95-99	2106-3	2186-2	20	F	Malignant neoplasms (C00-C97)	GR113-019	59	Not Applicable
95-99	2106-3	2186-2	21	F	Malignant neoplasms (C00-C97)	GR113-019	47	Not Applicable
95-99	2106-3	2186-2	22	F	Malignant neoplasms (C00-C97)	GR113-019	60	Not Applicable
95-99	2106-3	2186-2	23	F	Malignant neoplasms (C00-C97)	GR113-019	28	Not Applicable
95-99	2106-3	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	72	Not Applicable
95-99	2106-3	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	129	Not Applicable
95-99	2106-3	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	155	Not Applicable
95-99	2106-3	2186-2	27	F	Malignant neoplasms (C00-C97)	GR113-019	113	Not Applicable
95-99	2106-3	2186-2	28	F	Malignant neoplasms (C00-C97)	GR113-019	29	Not Applicable
95-99	2106-3	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	91	Not Applicable
95-99	2106-3	2186-2	30	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
95-99	2106-3	2186-2	31	F	Malignant neoplasms (C00-C97)	GR113-019	35	Not Applicable
95-99	2106-3	2186-2	32	F	Malignant neoplasms (C00-C97)	GR113-019	30	Not Applicable
95-99	2106-3	2186-2	33	F	Malignant neoplasms (C00-C97)	GR113-019	25	Not Applicable
95-99	2106-3	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	154	Not Applicable
95-99	2106-3	2186-2	35	F	Malignant neoplasms (C00-C97)	GR113-019	19	Not Applicable
95-99	2106-3	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	305	Not Applicable
95-99	2106-3	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	124	Not Applicable
95-99	2106-3	2186-2	38	F	Malignant neoplasms (C00-C97)	GR113-019	16	Not Applicable
95-99	2106-3	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	172	Not Applicable
95-99	2106-3	2186-2	40	F	Malignant neoplasms (C00-C97)	GR113-019	49	Not Applicable
95-99	2106-3	2186-2	41	F	Malignant neoplasms (C00-C97)	GR113-019	82	Not Applicable
95-99	2106-3	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	275	Not Applicable
95-99	2106-3	2186-2	44	F	Malignant neoplasms (C00-C97)	GR113-019	21	Not Applicable
95-99	2106-3	2186-2	45	F	Malignant neoplasms (C00-C97)	GR113-019	40	Not Applicable
95-99	2106-3	2186-2	46	F	Malignant neoplasms (C00-C97)	GR113-019	19	Not Applicable
95-99	2106-3	2186-2	47	F	Malignant neoplasms (C00-C97)	GR113-019	67	Not Applicable
95-99	2106-3	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	189	Not Applicable
95-99	2106-3	2186-2	49	F	Malignant neoplasms (C00-C97)	GR113-019	22	Not Applicable
95-99	2106-3	2186-2	50	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
95-99	2106-3	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	109	Not Applicable
95-99	2106-3	2186-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	110	Not Applicable
95-99	2106-3	2186-2	54	F	Malignant neoplasms (C00-C97)	GR113-019	39	Not Applicable
95-99	2106-3	2186-2	55	F	Malignant neoplasms (C00-C97)	GR113-019	125	Not Applicable
100+	A-PI	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	14	Not Applicable
100+	2054-5	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
100+	2106-3	2186-2	4	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
100+	2106-3	2186-2	6	F	Malignant neoplasms (C00-C97)	GR113-019	64	Not Applicable
100+	2106-3	2186-2	9	F	Malignant neoplasms (C00-C97)	GR113-019	16	Not Applicable
100+	2106-3	2186-2	12	F	Malignant neoplasms (C00-C97)	GR113-019	46	Not Applicable
100+	2106-3	2186-2	13	F	Malignant neoplasms (C00-C97)	GR113-019	19	Not Applicable
100+	2106-3	2186-2	17	F	Malignant neoplasms (C00-C97)	GR113-019	33	Not Applicable
100+	2106-3	2186-2	18	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
100+	2106-3	2186-2	21	F	Malignant neoplasms (C00-C97)	GR113-019	11	Not Applicable
100+	2106-3	2186-2	24	F	Malignant neoplasms (C00-C97)	GR113-019	13	Not Applicable
100+	2106-3	2186-2	25	F	Malignant neoplasms (C00-C97)	GR113-019	22	Not Applicable
100+	2106-3	2186-2	26	F	Malignant neoplasms (C00-C97)	GR113-019	24	Not Applicable
100+	2106-3	2186-2	27	F	Malignant neoplasms (C00-C97)	GR113-019	16	Not Applicable
100+	2106-3	2186-2	29	F	Malignant neoplasms (C00-C97)	GR113-019	13	Not Applicable
100+	2106-3	2186-2	34	F	Malignant neoplasms (C00-C97)	GR113-019	24	Not Applicable
100+	2106-3	2186-2	36	F	Malignant neoplasms (C00-C97)	GR113-019	43	Not Applicable
100+	2106-3	2186-2	37	F	Malignant neoplasms (C00-C97)	GR113-019	10	Not Applicable
100+	2106-3	2186-2	39	F	Malignant neoplasms (C00-C97)	GR113-019	19	Not Applicable
100+	2106-3	2186-2	41	F	Malignant neoplasms (C00-C97)	GR113-019	14	Not Applicable
100+	2106-3	2186-2	42	F	Malignant neoplasms (C00-C97)	GR113-019	30	Not Applicable
100+	2106-3	2186-2	48	F	Malignant neoplasms (C00-C97)	GR113-019	38	Not Applicable
100+	2106-3	2186-2	51	F	Malignant neoplasms (C00-C97)	GR113-019	12	Not Applicable
100+	2106-3	2186-2	53	F	Malignant neoplasms (C00-C97)	GR113-019	21	Not Applicable
100+	2106-3	2186-2	55	F	Malignant neoplasms (C00-C97)	GR113-019	15	Not Applicable
15-19	A-PI	2186-2	6	M	Malignant neoplasms (C00-C97)	GR113-019	10	171597
25-29	A-PI	2186-2	6	M	Malignant neoplasms (C00-C97)	GR113-019	10	238166
30-34	A-PI	2186-2	6	M	Malignant neoplasms (C00-C97)	GR113-019	16	225985
35-39	A-PI	2186-2	6	M	Malignant neoplasms (C00-C97)	GR113-019	29	206953
35-39	A-PI	2186-2	36	M	Malignant neoplasms (C00-C97)	GR113-019	10	64089
40-44	A-PI	2186-2	6	M	Malignant neoplasms (C00-C97)	GR113-019	59	211541
40-44	A-PI	2186-2	15	M	Malignant neoplasms (C00-C97)	GR113-019	12	25404
40-44	A-PI	2186-2	36	M	Malignant neoplasms (C00-C97)	GR113-019	12	61395
